"Data Source,""World Development Indicators"","																														
																														
"Last Updated Date,""2017-04-27"","																														
																														
Country Name	Country Code	Indicator Name	Indicator Code	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
Equatorial Guinea	GNQ	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1130.567948	1081.695289	1408.117417	1509.938262	1701.490901	1931.534306	3109.9476	7514.934948	8992.462717	10925.69511	12488.7438	19730.99054	22796.50297	25131.85476	33570.0783	37961.17959	39629.05336	44307.37658	50640.18209	49801.35915	44015.35331	45500.22679	47829.65765	44509.36622	42926.02595	38243.35424	
Eritrea	ERI	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD			1096.214776	1247.578557	1513.744799	1549.029727	1672.104507	1772.2424	1762.249081	1714.98774	1611.530611	1695.157357	1684.563045	1581.440987	1550.504373	1542.489809	1487.379556	1473.727951	1301.683616	1324.794397	1326.115392	1411.157638					
Estonia	EST	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD						11361.83843	12144.60005	13733.28588	14436.73281	14370.48237	15703.02882	16803.5244	17937.82781	19389.43725	20733.52972	22807.1798	25298.64793	27383.47036	25968.9645	22187.92457	22740.96533	24543.06188	25691.99875	26148.48162	26957.23744	27345.24687	
Ethiopia	ETH	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	652.3522359	584.7654822	515.2389964	562.5150436	560.6593939	575.5667669	626.9423287	627.298045	588.0835631	600.7876033	619.1143358	651.3962638	642.4932831	610.8927458	674.4873963	733.5148176	791.0241819	858.1436979	925.6903736	980.9334744	1075.553702	1165.216838	1233.952174	1330.372786	1430.803443	1529.893783	
Euro area	EMU	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	28122.08725	28771.70984	29041.24298	28726.86755	29349.58308	30004.3827	30455.32753	31219.64905	32079.76952	32944.39823	34106.49449	34727.25874	34923.92013	35010.36654	35637.25067	36073.137	37087.44101	38032.84968	38015.43867	36153.81256	36808.54711	37436.36967	36995.63832	36767.78024	37074.84225	37722.03943	
Europe and Central Asia	ECS	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	20520.59253	20297.79986	19737.89312	19329.23552	19169.97116	19450.53702	19716.76904	20237.45461	20612.41387	21184.71046	22165.26586	22679.22471	23131.48995	23660.15672	24510.9352	25239.15864	26315.05103	27368.22583	27692.95354	26282.80779	26951.58294	27590.99204	27614.81387	27727.51549	28039.59938	28315.66072	
Europe and Central Asia (excluding high income)	ECA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	13582.34812	12769.24044	11303.88172	10552.62661	9376.150434	9179.089286	9121.526159	9323.780887	9136.85896	9367.745036	10122.39588	10474.12593	11044.67439	11798.53285	12753.06174	13616.64163	14714.2811	15847.42958	16537.37858	15460.53504	16176.53647	16916.02961	17302.94308	17631.88615	17783.72183	17597.16098	
Europe and Central Asia (IDA and IBRD countries)	TEC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	13316.00884	12514.89433	11200.31468	10542.81126	9517.633003	9403.937674	9423.965308	9681.93485	9569.716648	9830.068755	10584.74049	10923.77768	11474.59486	12212.46267	13152.5121	13990.4853	15083.83571	16229.8038	16928.50361	15987.07704	16697.9058	17461.55727	17836.33803	18157.90623	18359.00289	18272.71549	
European Union	EUU	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	24872.04939	25082.96951	25235.15636	25121.15384	25776.08974	26446.52121	26961.29693	27652.06413	28428.04443	29210.54118	30306.10433	30943.83715	31313.40269	31662.96667	32402.76627	32989.22706	34025.19022	35000.62976	35104.82289	33479.21714	34102.24201	34703.80536	34465.6676	34454.34935	34925.58928	35630.29693	
Faroe Islands	FRO	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Fiji	FJI	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	5891.306192	5678.906552	5951.959206	5994.282251	6212.427001	6287.005519	6513.351022	6302.729962	6325.19184	6829.074734	6673.847397	6782.309359	6986.677926	7048.465207	7406.352846	7426.751676	7513.407777	7383.998186	7385.259493	7208.961243	7352.071315	7486.748442	7568.153458	7970.626336	8348.206772	8756.400469	
Finland	FIN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	28905.57032	27047.8399	26002.07995	25686.51002	26583.53333	27596.41289	28512.4344	30205.02044	31760.2768	33094.83843	34887.1788	35706.15333	36218.24016	36852.44392	38188.25109	39115.76479	40546.08073	42467.261	42574.64114	38867.79945	39848.1345	40683.52758	39912.94136	39428.31206	39017.53721	38993.67067	
Fragile and conflict affected situations	FCS	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2846.722061	2150.288509	2231.271962	2331.984037	2355.187346	2374.052068	2469.43924	2618.041939	2896.407253	3061.440435	3060.482844	3076.416432	2976.072327	2746.794695	3089.381539	3214.791825	3354.900661	3452.614427	3562.119581	3636.162863	3767.37473	3487.211082	3637.133926	3757.760205	3782.48101	3764.78025	
France	FRA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	29527.97395	29811.10784	30137.75812	29823.61502	30409.68637	30931.81135	31250.29981	31867.79363	32879.65424	33825.43456	34896.38845	35320.42404	35456.67634	35494.78286	36216.16702	36522.07367	37129.68413	37772.07657	37634.92905	36340.50869	36872.22525	37457.28429	37344.5371	37381.92686	37451.37679	37774.99918	
French Polynesia	PYF	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Gabon	GAB	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	19499.55268	20141.88499	19007.56516	19245.06827	19445.49138	19889.911	20085.34048	20700.2225	20885.58498	18556.51378	17776.35672	17739.82093	17300.91999	17301.85715	17040.66884	17316.60344	16318.35089	16859.10276	15938.09258	15602.22676	16334.47862	17100.70052	17594.95633	18171.87556	18536.76837	18860.21415	
Gambia	GMB	GDP per capita, PPP (constant 2011 international $)		1516.959365	1510.259875	1513.141518	1514.514027	1475.396091	1447.739633	1439.290181	1468.348545	1477.498785	1527.359422	1564.23342	1605.013827	1504.673183	1557.229913	1613.96808	1547.922456	1515.672536	1520.927482	1557.143565	1604.83033	1654.908123	1532.494004	1570.254716	1592.650323	1555.529349	1577.569039	
Georgia	GEO	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	8016.688691	6280.827463	3434.035687	2409.275154	2180.690332	2297.694626	2620.294778	2949.924482	3071.543573	3184.369523	3268.010966	3449.962298	3663.361457	4121.43198	4420.392358	4908.328509	5438.987268	6191.208847	6416.211535	6254.655079	6733.783769	7315.090898	7881.328992	8254.010705	8749.156145	9015.887767	
Germany	DEU	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	31287.06981	32646.56184	33022.57555	32492.51853	33175.70858	33653.12964	33830.30566	34405.51921	35081.30421	35755.29931	36764.56293	37325.05255	37262.35129	36977.34601	37418.0925	37703.93294	39143.16624	40473.52745	40989.44311	38784.45248	40428.72103	42692.51976	42822.0994	42914.47611	43417.73061	43787.81573	
Ghana	GHA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1919.596636	1965.301688	1984.962902	2024.226324	2035.727833	2066.127772	2109.834341	2148.397179	2199.254844	2244.140387	2272.709916	2306.185994	2349.755137	2408.977579	2478.564079	2557.426725	2651.388993	2695.883828	2867.717576	2930.953263	3083.867385	3430.857389	3659.238875	3833.790485	3894.004399	3954.523716	
Gibraltar	GIB	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Greece	GRC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	20686.13676	21072.93327	21058.96205	20600.47676	20907.53901	21247.0409	21759.06123	22622.91379	23374.15277	24000.13589	24839.07591	25731.20927	26642.76896	28119.40736	29469.5266	29559.28139	31136.44696	32073.9604	31881.71235	30430.41942	28726.07928	26141.31959	24364.26906	23746.08457	23989.13624	24094.79419	
Greenland	GRL	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Grenada	GRD	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	7488.841199	7647.429834	7566.242468	7284.012686	7401.671106	7522.677722	7785.73371	8118.068889	8634.033096	9490.673478	9651.393839	9434.79802	9735.111027	10628.22926	10529.99847	11893.58976	11381.6892	12043.47363	12117.1817	11276.27032	11177.99972	11221.36234	11049.02803	11263.44325	12041.2442	12734.26205	
Guam	GUM	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Guatemala	GTM	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	5159.400476	5219.097478	5338.445206	5412.514449	5493.558909	5625.752069	5653.000961	5758.889866	5902.571142	5983.507967	6051.020403	6043.230573	6125.768231	6130.370254	6174.146002	6227.550659	6413.456625	6665.777388	6733.65728	6622.906311	6667.634722	6798.842734	6855.229979	6962.810589	7106.392331	7252.949966	
Guinea	GIN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1125.227022	1094.241503	1065.712951	1056.237725	1042.679167	1045.411919	1056.869804	1084.070906	1101.598186	1123.786517	1132.039348	1152.935491	1191.390614	1184.525375	1188.780592	1198.546666	1200.015593	1190.531404	1216.379009	1180.323807	1170.768018	1183.855846	1197.488792	1192.227553	1165.12982	1135.48655	
Guinea-Bissau	GNB	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1505.042127	1546.679291	1528.989424	1526.554407	1540.755407	1573.451116	1717.958563	1790.298821	1259.749138	1245.684618	1285.605447	1286.18248	1246.859159	1227.692639	1235.072615	1260.491208	1262.150653	1274.681522	1286.957822	1299.986712	1326.560109	1416.311672	1357.498583	1335.516524	1336.462391	1367.298975	
Guyana	GUY	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2928.07097	3115.328517	3358.74675	3623.072232	3913.828532	4089.391991	4390.643163	4640.778574	4540.069708	4656.759008	4580.093212	4677.190228	4726.703707	4682.780195	4839.471508	4742.63938	4977.806218	5313.453362	5400.678213	5560.188129	5783.088512	6077.186038	6348.666915	6657.146467	6886.960283	7064.450025	
Haiti	HTI	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD							1716.988026	1731.600968	1737.987668	1754.099758	1739.392108	1692.839039	1661.408266	1641.109246	1558.531553	1561.959603	1572.298759	1599.790851	1588.661435	1613.074374	1502.032711	1562.304129	1584.891307	1629.441235	1652.709002	1650.59349	
Heavily indebted poor countries (HIPC)	HPC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1465.897515	1436.140943	1384.544047	1359.228949	1325.682959	1348.690043	1384.600379	1406.719018	1417.180952	1423.837847	1426.38713	1449.002177	1456.531384	1480.100882	1517.146718	1567.248727	1617.967436	1678.44964	1730.937569	1758.514277	1809.256544	1847.011117	1901.759151	1957.21199	2009.417657	2053.437743	
High income	HIC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	28971.17955	29182.16004	29661.20698	29876.28837	30649.31625	31294.59689	32050.50566	32946.05039	33632.83757	34554.40121	35774.1862	36085.24587	36453.35651	37047.26484	38093.87999	38948.21311	39923.35016	40743.29111	40642.0287	39070.69189	40020.74564	40679.52258	41010.75261	41356.4566	41951.52995	42644.16618	
Honduras	HND	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	3205.284186	3219.127636	3309.256353	3423.880335	3294.12529	3344.793779	3384.270628	3473.565551	3496.886172	3358.509636	3478.43453	3501.248355	3561.319229	3651.72349	3806.330118	3962.224703	4145.995081	4324.365387	4429.288478	4249.220886	4336.821046	4433.71931	4548.312844	4608.016299	4682.99035	4785.444354	
Hong Kong, China	HKG	GDP per capita, PPP (constant 2011 international $)		26974.3724	28276.96327	29788.84568	31097.27967	32240.04459	32358.20875	32271.49891	33636.05988	31394.19474	31875.27722	34016.78738	33956.37731	34366.39533	35486.72309	38274.4182	40923.01596	43520.54081	45937.44253	46635.13291	45390.45527	48107.72765	50085.95933	50346.62446	51663.77969	52652.32438	53462.863	
Hungary	HUN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD		15073.78774	14617.61941	14549.98877	14999.31692	15243.94341	15271.00332	15807.65552	16512.9478	17090.5216	17855.04335	18571.46101	19463.08835	20266.05181	21327.62209	22306.70836	23202.90095	23343.06469	23591.90493	22077.59224	22277.3723	22729.18447	22480.74622	23019.99931	24016.30038	24831.34606	
IBRD only	IBD	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	4931.756952	4886.69845	4860.12117	4921.13152	4972.994225	5098.870459	5287.850844	5474.466535	5505.683269	5647.605901	5898.972611	6047.870685	6242.475296	6532.125577	6963.68405	7391.413168	7921.784003	8540.185356	8933.68135	9079.786621	9682.378097	10165.91441	10558.14961	10971.21122	11356.01887	11727.11777	
Iceland	ISL	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	29116.46296	28716.57552	27401.20376	27480.25677	28226.24145	28106.26685	29292.58706	30481.06187	32136.81062	33021.77575	34097.29617	34936.98294	34735.49466	35337.52861	37865.88701	39770.03909	40789.96432	43489.49517	43336.84012	40190.17541	38815.27565	39465.84594	39734.36621	41095.99632	41424.30121	42704.42172	
IDA and IBRD total	IBT	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	4291.117241	4248.151791	4219.225406	4260.020906	4294.796966	4393.226204	4545.421	4689.528674	4712.875844	4820.639386	5016.943649	5131.885953	5279.674987	5509.304026	5870.737796	6207.844909	6625.07637	7106.210645	7408.068993	7522.035775	7983.189721	8345.894919	8641.88917	8957.657422	9252.366643	9524.034337	
IDA blend	IDB	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2774.823918	2779.831776	2799.542495	2805.230626	2832.278238	2871.394076	2958.844601	2991.228483	3027.343251	3048.024689	3129.484361	3166.194105	3221.047658	3353.516583	3748.754247	3890.023905	4076.662852	4239.027112	4343.306395	4462.686674	4612.69558	4746.067142	4878.43956	5027.443468	5208.789163	5330.536285	
IDA only	IDX	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1511.295059	1492.715888	1462.519009	1452.725685	1439.79306	1468.34853	1504.635798	1531.435813	1553.876938	1580.797459	1608.214746	1652.169303	1673.803757	1720.483126	1781.384829	1859.265111	1938.887159	2032.050008	2106.039347	2160.438731	2245.816719	2290.933113	2352.322979	2441.413438	2520.946217	2566.242298	
IDA total	IDA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1991.856	1981.663206	1970.378365	1965.056997	1966.251875	1996.573253	2050.662255	2077.588903	2103.478181	2125.855566	2171.954964	2210.30172	2242.12889	2318.567303	2503.054372	2601.394402	2717.886514	2833.540772	2915.815348	2991.95017	3099.10043	3175.264087	3260.856879	3369.774954	3484.627887	3556.005043	
India	IND	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1773.122987	1755.738671	1815.326624	1864.514879	1950.424506	2058.263335	2172.024891	2218.026029	2312.131495	2471.493	2521.343487	2597.585514	2651.132215	2812.617539	2986.81924	3213.061525	3457.058429	3698.641133	3786.750098	4049.964234	4404.537379	4634.945162	4826.662817	5078.401487	5376.63887	5733.4524	
Indonesia	IDN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	4625.37726	4859.958939	5088.976971	5331.240923	5642.558807	6012.811149	6386.637396	6590.309291	5644.533132	5610.369645	5805.808734	5935.747567	6119.477777	6326.480531	6556.640706	6838.421953	7119.902727	7472.807084	7819.068071	8074.500292	8465.295674	8870.284189	9282.706005	9672.59543	10031.32195	10385.32332	
Iran	IRN	GDP per capita, PPP (constant 2011 international $)		10173.67698	11243.41745	11445.98221	11146.87815	10830.60825	10940.37344	11447.63607	11394.1683	11413.59993	11432.93485	11904.67169	12013.81979	12814.85363	13754.2671	14185.15609	14613.4864	15272.60788	16479.5339	16446.05452	16634.02313	17517.43292	17949.24442	16548.94277	16023.154	16507.02425		
Iraq	IRQ	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	11515.50113	4030.74103	5195.240075	6571.928514	6621.629644	6557.700709	7057.814066	8292.742263	10840.06608	12362.99901	12171.99136	12101.45941	10957.04137	7133.795381	10708.95947	10891.71838	11695.42061	11561.8056	12195.70171	12268.21884	12674.15035	13203.0478	14545.62697	14979.03729	14492.6248	14458.85354	
Ireland	IRL	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	22116.97781	22414.51731	23006.39671	23508.07206	24763.3493	27010.31878	29233.81402	32052.85471	34330.16846	37632.81064	40815.02131	42601.40173	44225.68539	45109.31844	47270.6698	48918.86291	50410.93807	50833.82239	47629.61983	44995.93517	45661.46876	45477.01046	44876.39147	45257.0615	48885.61981	61378.36025	
Isle of Man	IMN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Israel	ISR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	19760.15906	20038.81788	20447.65037	21017.73817	21900.1926	22730.9149	23507.38073	23863.28117	24315.43094	24589.91344	26090.17152	25543.94707	25017.53099	24859.10839	25672.58691	26331.28224	27370.80784	28538.62567	28893.82975	28569.30282	29599.79389	30528.74772	30684.14445	31434.88451	31812.62875	31970.68889	
Italy	ITA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	31141.90324	31599.12107	31841.10954	31550.2723	32222.36109	33152.0414	33569.06242	34167.0958	34709.27238	35244.75632	36535.81903	37162.42259	37199.3512	37090.40617	37434.1	37604.36	38243.80606	38612.01251	37954.16057	35710.42032	36201.16185	36347.34335	35227.62373	34219.83292	33938.45961	34219.76149	
Jamaica	JAM	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	7403.570188	7705.97242	7792.779053	8451.269438	8489.983099	8610.481836	8522.636017	8348.666031	8081.098953	8096.979488	8104.915217	8156.731471	8267.689562	8522.143314	8588.848967	8620.833071	8826.082449	8908.900592	8795.070716	8376.293353	8218.086776	8326.450416	8242.897343	8253.792088	8281.007192	8333.484528	
Japan	JPN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	30447.25741	31361.94316	31540.41457	31516.48358	31680.53793	32425.23737	33345.86203	33624.62082	33154.86666	33010.99561	33871.84354	33927.59972	33888.77618	34333.13367	35078.27656	35658.19236	36141.62163	36697.3136	36278.46393	34317.50368	35749.77121	35779.09741	36386.82246	37179.69525	37365.18222	37872.46177	
Jordan	JOR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	6661.445178	6437.514788	7220.677828	7147.986927	7147.368763	7298.636761	7236.517246	7314.772181	7409.899861	7548.0173	7742.490165	8011.56555	8323.395951	8491.83016	8988.838273	9428.50865	9828.104626	10208.51947	10490.3716	10611.42181	10441.12719	10324.44669	10243.48484	10211.54935	10242.04049	10239.6643	
Kazakhstan	KAZ	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	13050.4865	11542.5625	10938.39019	9998.154353	8866.092277	8282.94719	8451.398816	8731.950125	8715.184514	9036.156102	9951.563906	11314.25077	12422.53484	13532.2312	14728.61641	16014.30786	17541.32577	18885.24324	19272.21401	18996.03768	20096.91807	21277.70637	21987.18834	22972.80187	23586.05646	23522.29052	
Kenya	KEN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2375.970839	2331.790929	2239.616083	2178.339075	2169.870422	2202.170242	2232.883091	2186.998403	2203.760986	2199.757523	2158.48511	2184.010257	2140.289099	2146.641842	2198.140527	2267.943536	2352.382903	2448.45547	2390.364197	2404.92276	2538.576473	2622.730169	2669.807236	2747.549436	2818.525658	2901.012941	
Kiribati	KIR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1961.147796	1926.899958	1915.856836	1908.29684	1917.096194	1891.124494	1894.417653	1895.176381	1985.626011	1921.782047	2007.130484	1944.169156	1983.497268	1988.035492	1919.940784	1976.074756	1905.051997	1905.501036	1829.885206	1796.333801	1731.606101	1706.383125	1761.944663	1830.785978	1842.196049	1873.496969	
Korea, North	PRK	GDP per capita, PPP (constant 2011 international $)																												
Korea, South	KOR	GDP per capita, PPP (constant 2011 international $)		12086.76238	13130.13067	13743.55156	14465.74014	15577.13775	16798.39457	17834.77504	18687.20362	17492.70534	19232.5846	20756.77579	21536.08194	23008.07837	23565.6093	24627.61063	25541.46475	26733.64524	28063.26818	28650.2824	28716.09789	30440.40368	31327.1269	31901.07293	32684.31908	33639.60763	34386.57488	
Kosovo	XKX	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD											4635.344024	5881.685286	5836.491591	6181.324689	6338.487324	6716.340219	6962.630094	7410.170326	7545.306925	7735.069785	7927.136646	8222.594135	8386.824051	8585.481889	8701.070035	9142.148032	
Kuwait	KWT	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD						79711.57048	80151.0856	79778.47018	78954.62758	73905.72389	74314.7968	72578.8502	72845.66703	83269.77937	89236.26246	94007.12832	95751.3333	95527.95141	91864.52382	80151.04414	73695.13279	76308.59071	77072.67843	74181.33029	71385.34753	70107.45766	
Kyrgyzstan	KGZ	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	3474.667969	3149.934886	2681.332781	2266.164404	1811.643448	1696.363515	1789.853966	1938.83581	1949.832931	1991.301566	2074.505287	2164.268295	2144.12125	2270.924677	2401.265004	2370.166045	2417.579471	2599.206018	2790.9349	2837.031419	2790.170664	2920.60321	2869.838962	3120.542044	3181.642163	3224.931753	
Laos	LAO	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1616.814827	1638.562382	1681.423219	1732.783231	1826.345907	1908.449292	1996.077857	2090.171919	2132.537468	2248.672031	2340.474474	2437.752556	2545.60388	2662.943469	2792.260299	2945.891044	3148.387166	3330.076971	3527.81001	3726.069508	3974.422329	4222.178629	4486.273211	4787.439682	5063.172934	5345.261406	
Late-demographic dividend	LTE	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	5174.58599	5126.308105	5020.903664	5116.46699	5214.905645	5415.811421	5607.929173	5828.114795	5887.889175	6099.526924	6476.767109	6758.451512	7105.513737	7547.930597	8095.522704	8653.777338	9388.230266	10270.92472	10900.50328	11154.35712	11953.73737	12695.17226	13339.91835	13968.77212	14552.56978	15053.94142	
Latin America and Caribbean	LCN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	9885.219151	10059.80681	10179.54247	10378.74371	10681.28216	10647.57039	10855.7807	11241.6525	11323.30767	11171.50798	11418.16079	11344.00839	11218.62375	11281.65829	11804.83466	12190.02359	12697.12584	13252.71441	13598.76207	13191.99071	13790.02471	14234.93436	14481.17457	14730.08987	14735.30326	14638.171	
Latin America and Caribbean (excluding high income)	LAC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	9732.157593	9896.985347	9981.84411	10166.94971	10457.52178	10383.78116	10568.4611	10937.38099	10995.8398	10842.54689	11083.93897	10977.77072	10843.33446	10889.19571	11403.42944	11775.80613	12281.5046	12842.73852	13191.10065	12788.03417	13385.81784	13830.99921	14064.62059	14302.41939	14298.40972	14188.00409	
Latin America and the Caribbean (IDA and IBRD countries)	TLA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	9628.822263	9850.167071	10005.50239	10245.05614	10550.24545	10504.76417	10699.42354	11086.53274	11158.12905	10985.71161	11224.25673	11119.91058	10986.27189	11042.26851	11563.51268	11930.31732	12420.24461	12977.8104	13326.09211	12913.42183	13526.17642	13984.80215	14233.65636	14481.7407	14482.55587	14366.49834	
Latvia	LVA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD						8271.211904	8562.233394	9424.088174	10133.80999	10484.2002	11158.10638	12033.47817	13038.83275	14275.3906	15635.02151	17495.5391	19756.03984	21899.65773	21332.33357	18579.15968	18251.00801	19740.79226	20786.49042	21619.28088	22282.02568	23080.36069	
Least developed countries: UN classification	LDC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1312.948598	1299.169815	1278.636044	1253.689697	1251.699583	1283.322784	1322.479798	1356.305035	1379.5481	1408.772411	1441.036277	1489.262346	1508.504621	1557.725914	1626.541979	1718.096551	1811.071818	1926.113799	2019.96437	2075.691713	2148.223378	2182.864682	2234.165803	2311.348756	2382.189917	2410.258154	
Lebanon	LBN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	7860.116582	10667.56481	10873.45825	11317.56088	11920.12713	12453.1113	12932.59874	12548.14975	12910.14517	12677.80487	12535.59747	12538.41413	12366.77733	12149.27719	12328.81169	12273.03017	12248.46233	13300.57546	14429.77036	15641.22991	16281.2487	15683.58332	14946.13143	14045.98451	13470.48897	13089.0123	
Lesotho	LSO	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1365.183559	1443.450151	1514.47808	1535.082911	1593.213596	1625.332777	1683.659889	1726.699877	1734.851998	1728.026649	1780.496744	1835.127447	1848.953038	1929.909988	1950.30844	1993.86084	2065.238106	2134.338738	2258.93096	2286.809862	2405.312328	2545.397552	2652.7275	2672.863598	2759.634243	2770.19959	
Liberia	LBR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	872.8402059	762.018191	503.7753789	341.4102688	265.418203	246.6705278	261.7360358	501.6770251	603.992773	686.0512054	836.5395269	830.2925802	841.3608121	577.6570495	581.5482872	596.3225494	622.3924596	655.1178472	673.1858118	681.2793864	697.9098859	732.6330069	770.3226181	817.1783953	803.6551766	784.5813313	
Libya	LBY	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD										21588.38785	21997.48301	21247.2743	20700.19561	23015.72323	23646.08728	26004.74921	27200.07485	28396.03244	28652.4351	28033.86061	29173.60809	11023.43714					
Liechtenstein	LIE	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Lithuania	LTU	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD						9356.786856	9913.750192	10815.426	11707.54008	11657.11458	12189.21273	13091.92485	14089.69153	15701.56659	16918.96792	18525.59363	20217.87262	22727.8162	23566.25375	20299.25566	21069.33889	22854.26812	24051.12752	25147.77252	26251.44069	26970.88241	
Low and middle income	LMY	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	4214.28996	4172.210012	4134.447813	4167.315823	4196.487656	4287.266439	4433.72383	4570.64516	4589.327237	4696.905128	4889.244963	5004.055149	5150.98252	5377.403861	5734.160339	6069.727751	6482.774891	6957.304178	7255.267119	7370.849282	7828.313481	8185.030279	8480.358362	8795.564138	9087.762509	9357.17672	
Low income	LIC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1146.824247	1121.400541	1055.955286	1034.082549	1024.221845	1034.804048	1068.270812	1077.73402	1080.978216	1089.410379	1085.215366	1108.101435	1100.802607	1106.559793	1138.775976	1177.025972	1205.818523	1249.930094	1281.388441	1315.600881	1364.480605	1404.594767	1420.004933	1463.210219	1510.746376	1536.486779	
