"Data Source,""World Development Indicators"","																														
																														
"Last Updated Date,""2017-04-27"","																														
																														
Country Name	Country Code	Indicator Name	Indicator Code	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
Lower middle income	LMC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2759.339057	2740.75037	2764.915917	2776.958471	2814.890884	2900.15235	3013.626461	3073.800934	3045.410969	3138.527962	3221.492657	3303.288826	3374.146254	3529.36534	3752.103794	3945.887843	4175.442528	4411.529798	4549.301381	4714.747462	4991.25946	5182.098345	5367.120805	5584.875438	5812.596013	6051.432935	
Luxembourg	LUX	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	54787.68089	58731.52226	59011.12969	60670.06159	62136.23245	62146.98209	62485.88381	65150.22526	68612.33171	73559.41898	79447.43733	82106.78202	84192.94597	84338.52937	86816.12409	88247.92829	91290.18358	97437.91637	94904.81298	88154.21	91558.62846	91348.00206	89185.49492	90803.12972	92861.78735	93899.6565	
Macau, China	MAC	GDP per capita, PPP (constant 2011 international $)		34392.26973	34723.75248	38476.13096	39715.58479	40710.52088	41349.37288	40495.73121	39707.92312	37268.19824	35806.24434	37281.2102	42442.4887	45605.93942	50177.84569	62517.62829	66175.42404	73176.22249	81490.17579	81888.57089	80721.76986	98614.68424	117340.9708	125624.8444	137164.3673	133675.785	104718.2625	
Macedonia	MKD	GDP per capita, PPP (constant 2011 international $)		9633.154943	9074.030024	8527.296859	7938.994951	7834.337186	7757.399538	7830.257607	7898.475862	8104.041908	8391.733221	8718.154577	8410.892777	8506.589605	8673.10323	9058.6134	9465.821664	9930.519883	10552.25421	11108.85426	11049.37178	11400.98554	11648.2996	11576.21082	11896.02955	12298.95893	12732.4026	
Madagascar	MDG	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1660.726262	1509.847532	1482.208571	1467.807756	1422.225606	1402.190938	1387.945794	1394.354269	1404.014456	1423.932202	1446.046693	1486.708574	1259.478788	1341.886342	1371.233993	1393.020551	1421.354303	1467.577583	1528.344879	1426.279127	1390.425166	1371.648575	1374.200465	1366.523489	1373.073796	1376.260108	
Malawi	MWI	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	746.4556153	795.1270522	730.8304458	800.4447748	716.4109796	827.9830131	872.2293696	882.9273035	890.9960503	891.1912123	880.1106956	814.5951202	807.5783455	832.3509538	855.0401904	859.4229625	874.8000863	931.363993	973.2242169	1023.050829	1060.746976	1078.855647	1066.041958	1087.555734	1114.766049	1111.648704	
Malaysia	MYS	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	10451.48366	11143.93316	11821.41453	12664.02248	13484.81681	14439.1027	15483.34085	16200.16236	14638.73483	15170.49505	16146.23551	15890.4383	16416.96981	17040.83063	17864.48259	18478.50431	19163.62833	20603.50838	20922.08679	20051.83456	21101.87956	21866.34075	22706.59744	23414.44573	24459.71129	25311.90676	
Maldives	MDV	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD												6972.743499	7225.069141	8085.784975	8915.256454	7961.263269	9200.656098	9671.832862	10506.07994	10002.02215	10514.3976	11126.94559	11167.7473	11454.59091	11899.33448	11993.91077	
Mali	MLI	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1269.262056	1387.183558	1309.532917	1315.517945	1328.556437	1305.045056	1360.381177	1388.633553	1454.186305	1495.324781	1452.42672	1627.267244	1628.163058	1722.868919	1695.606007	1749.40087	1772.007301	1774.031106	1798.053812	1821.836102	1860.605064	1862.940401	1793.105979	1781.369293	1851.714366	1904.856967	
Malta	MLT	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	16179.6161	16734.74305	17339.94701	17936.86347	18774.08336	19826.12928	20440.39114	21352.72917	22301.76594	23216.3539	24628.71135	24593.12501	25138.58307	25609.05625	25550.4285	26348.67524	26732.94228	27701.85701	28443.23236	27534.51192	28370.27972	28765.29436	29360.68303	30389.85234	31148.09012	32719.94634	
Marshall Islands	MHL	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2885.429021	2817.613992	2963.734379	3099.687924	3247.812175	3484.045899	3102.164278	2885.367329	2791.153461	2716.189009	2871.504446	3024.18012	3104.656615	3112.683693	3113.408016	3200.016464	3260.191309	3372.454415	3311.885822	3249.047361	3451.158245	3501.48705	3622.622685	3699.442457	3656.552482	3673.153775	
Mauritania	MRT	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2815.714368	2787.38904	2760.727619	2840.657957	2675.302949	2853.394105	2931.73485	2730.892436	2723.98091	2846.631516	2749.063332	2718.968597	2653.391922	2726.926735	2798.792076	2963.571259	3427.495456	3432.46383	3381.877236	3263.134925	3333.731442	3403.534526	3511.306284	3633.179456	3693.542041		
Mauritius	MUS	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	7386.824388	7631.636037	8022.40972	8330.761305	8554.719541	8845.133145	9244.352262	9648.553907	10127.24	10260.37247	11077.14762	11272.81248	11431.4048	11763.99455	12362.15916	12441.73546	13441.20596	14146.39842	14854.64338	15306.38801	15938.41921	16561.77098	17093.32094	17628.82938	18255.86973	18864.10567	
Mexico	MEX	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	12547.49333	12817.10279	13019.43442	13283.31012	13644.54977	12618.68456	13116.25949	13779.6561	14180.44273	14323.68524	14856.11642	14563.4578	14397.76108	14423.61131	14852.91983	15095.56693	15609.43053	15859.47071	15825.10032	14843.3568	15364.87217	15754.19717	16158.25021	16157.08977	16303.03844	16490.3458	
Micronesia	FSM	GDP per capita, PPP (constant 2011 international $)		2763.054983	2894.099636	2932.566625	3094.254664	3016.193996	3184.847216	3063.362528	2873.197734	2965.500665	3018.471811	3167.316354	3230.473824	3255.533974	3320.158266	3220.140579	3301.391923	3312.153128	3262.456127	3197.449519	3244.075179	3337.147256	3410.284084	3428.198259	3299.664018	3177.392591	3284.134639	
Middle East and North Africa	MEA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	11182.44148	11035.76121	11376.87975	11417.83407	11426.26405	11439.26746	11791.65855	12012.73795	12357.56172	12506.35006	12905.8738	12940.17092	13028.68489	13337.05522	14179.10401	14672.69007	15313.8662	15922.56815	16370.6575	16338.76234	16827.85765	17023.63644	17157.04545	17234.27329	17422.22796	17617.78961	
Middle East and North Africa (excluding high income)	MNA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	7830.153453	7470.819276	7651.673641	7621.205084	7577.0029	7633.022825	7949.388158	8098.06241	8472.658931	8738.925945	8956.602666	9054.438652	9213.494857	9276.611981	9847.882282	10156.22087	10559.09359	11032.55609	11258.99351	11405.08166	11818.59372	11589.20479	11457.87443	11438.54336	11554.86002		
Middle East and North Africa (IDA and IBRD countries)	TMN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	7874.189677	7514.198462	7697.632066	7668.620184	7625.865416	7682.844282	8002.936781	8148.434879	8518.591041	8780.887448	9007.706706	9111.147008	9274.112592	9335.624459	9911.14172	10219.5753	10631.22272	11112.76368	11348.02183	11489.29824	11908.94674	11675.48197	11537.40461	11523.17388	11644.25575		
Middle income	MIC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	4466.35143	4425.451591	4392.231638	4432.620775	4468.362934	4569.462015	4729.419016	4881.042704	4905.025765	5025.606237	5240.014575	5368.6121	5535.250925	5788.496178	6183.033278	6554.878785	7013.744311	7540.217668	7874.843525	8008.834556	8519.996381	8922.108407	9260.026012	9618.250558	9951.502195	10262.68133	
Moldova	MDA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD						2605.431736	2457.22393	2506.950748	2343.887954	2268.499035	2321.027796	2468.123711	2666.805992	2850.831684	3069.379009	3307.620334	3476.03341	3588.621318	3875.904364	3647.9523	3910.860533	4179.214809	4150.504763	4541.868222	4762.780873	4742.019069	
Monaco	MCO	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Mongolia	MNG	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	5122.531598	4605.976505	4131.959446	3966.202972	4020.142815	4243.838014	4303.981433	4435.084204	4544.505908	4643.476392	4655.018712	4748.318822	4924.67051	5215.111983	5705.515663	6047.132331	6482.338876	7052.128584	7572.058773	7364.245006	7708.580088	8889.345538	9809.344866	10757.30442	11403.34551	11477.82668	
Montenegro	MNE	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD								10205.25702	10738.04772	9755.337003	10075.22587	10145.15087	10296.56227	10511.93381	10955.02794	11397.4989	12358.46522	13656.74367	14576.25306	13722.21684	14034.55483	14472.44346	14066.40633	14551.41587	14796.59966	15254.30713	
Morocco	MAR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	3901.037416	4106.339387	3948.811114	3852.371089	4190.698065	3903.174995	4322.645842	4197.129079	4443.074324	4436.655199	4469.642712	4744.733883	4842.211559	5079.231378	5269.360338	5386.949943	5734.168721	5872.90889	6151.308571	6336.86451	6496.607116	6746.899456	6853.651294	7063.302528	7142.656886	7364.766283	
Mozambique	MOZ	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	375.0149615	383.4158367	350.9732539	366.9684583	374.6798976	369.8220962	454.875961	490.3847747	534.4621854	561.4661622	555.5598808	608.6434699	643.1277777	665.0081279	696.1792768	735.2689746	784.9913289	819.835179	852.0035861	881.0991225	913.9883959	951.8253639	991.9490399	1033.306974	1079.667037	1119.697785	
Myanmar	MMR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	718.54451	704.1353866	762.524652	799.0155831	848.6193382	896.4819718	942.0205621	982.1379103	1026.034896	1123.901139	1263.297012	1391.257044	1542.741353	1739.809826	1958.642592	2206.52219	2476.673909	2754.883647	3017.692185	3313.996912	3607.767713	3780.81768	4025.736501	4328.697749	4634.957789	4930.589837	
Namibia	NAM	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	5716.231306	5969.165538	6197.372097	5920.383128	5848.966383	5899.264741	5904.994443	5969.547578	5989.489607	6033.286443	6110.303402	6076.460812	6280.458947	6471.430526	7184.859102	7278.341463	7691.126626	8084.882724	8171.517731	8056.132669	8381.883321	8625.717922	8858.730538	9140.473093	9502.978783	9778.405179	
Nauru	NRU	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																		3955.165189	5331.321567	5803.973636	6592.439171	7339.30127	7905.082512	10078.38178	12561.44351	12270.29448	
Nepal	NPL	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1198.441129	1241.916514	1258.360652	1271.607176	1340.014769	1352.043382	1390.818414	1428.891521	1441.656588	1476.310921	1539.768352	1586.882828	1564.423302	1603.128147	1656.269549	1693.150391	1730.612019	1771.16318	1860.613928	1925.393623	1996.859597	2042.140687	2114.781135	2175.637385	2278.130002	2312.394345	
Netherlands	NLD	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	32090.21105	32614.90355	32921.48854	33103.95579	33879.30608	34762.86937	35837.03074	37186.06045	38629.9402	40312.23648	41721.69405	42287.56189	42062.04727	41982.92143	42686.88683	43507.30043	44965.885	46527.61839	47134.30299	45125.80592	45524.66214	46066.65241	45411.35235	45191.48625	45668.44147	46353.85191	
New Caledonia	NCL	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
New Zealand	NZL	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	24288.68735	22888.25424	22903.97927	24097.25071	24993.76935	25761.4683	26279.09791	26448.80243	26374.73905	27682.5732	28281.96452	29081.81459	29973.98323	30750.83502	31451.26394	32155.75724	32695.63305	33320.10913	32605.94421	32108.04136	32188.20617	32734.38316	33313.85591	33966.00089	34653.32948	35158.64147	
Nicaragua	NIC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	3019.9025	2948.52118	2895.329623	2821.912382	2855.365367	2964.175395	3092.852426	3157.85399	3219.251307	3390.040395	3474.935731	3525.946722	3503.769035	3544.701228	3684.612783	3792.670811	3898.766309	4051.474952	4113.081346	3948.723677	4024.227218	4223.427239	4406.995386	4553.613288	4707.445227	4884.150761	
Niger	NER	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	905.6642712	899.1429632	813.3204976	797.6917355	801.4961868	794.023296	792.4088914	785.3152564	836.1011642	801.4783677	761.8048861	786.6465374	781.1410514	792.9450098	765.0760158	770.4881956	785.4658357	780.5067108	823.7284967	787.2219149	820.6516869	807.1930209	867.2757121	877.0090184	901.7585957	897.3953205	
Nigeria	NGA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	3030.460222	2935.953187	2875.198316	2862.657991	2817.462645	2739.587201	2805.500828	2813.00139	2818.044745	2761.335362	2835.988213	2887.344131	2921.700023	3143.110259	4096.800258	4129.311214	4352.799802	4528.856207	4686.605549	4879.482138	5122.813555	5230.598854	5309.519867	5447.75923	5639.447041	5638.887379	
North America	NAC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	36485.72225	35910.26008	36600.74711	37118.81449	38170.45974	38757.04756	39697.16222	40981.44392	42302.94407	43809.16368	45146.13393	45166.48571	45594.66707	46429.4025	47712.98734	48847.88777	49676.05585	50091.65362	49521.43568	47706.75714	48515.31305	48967.5238	49635.76699	50109.07535	50889.90367	51728.99824	
Northern Mariana Islands	MNP	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Norway	NOR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	42829.63596	43940.91105	45249.60944	46260.92237	48323.68758	50070.42548	52322.07986	54789.25175	55893.35166	56629.54984	58066.58449	58978.2492	59504.41599	59700.57024	61698.46383	62888.10035	63877.78416	65072.43126	64513.42497	62671.3035	62268.0107	62060.95853	62934.83679	62799.42717	63286.68811	63649.50532	
Not classified	INX	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
OECD members	OED	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	26924.62528	27036.95399	27377.96196	27560.4151	28188.08764	28719.28013	29414.57113	30246.16612	30886.75078	31677.4304	32758.43984	32959.96386	33269.27552	33714.17591	34594.75095	35324.10196	36159.73407	36834.74959	36648.02078	35120.59398	35936.42298	36441.65655	36663.60446	36913.453	37389.30166	38004.71979	
Oman	OMN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	35042.15302	35595.57663	36883.73774	37478.07583	37597.34361	38533.62882	39208.19165	41427.72806	42573.49375	42509.67876	44527.23476	45844.62999	44351.46761	42047.91221	41493.13764	41530.78023	42965.14423	44179.68132	46747.37172	47633.00029	46839.87309	42479.20132	42052.51715	39827.65128	37667.03576	37541.07548	
Other small states	OSS	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD											13703.46153	14073.33328	14495.55084	14876.34607	15961.99861	16539.7589	17913.17994	19240.38878	20231.81937	20258.49916	21531.48859	22748.36695	23169.30478	23477.31057	23773.24737	23917.90972	
Pacific island small states	PSS	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	4133.214578	4043.500304	4174.016496	4195.615307	4324.490081	4418.944408	4516.066432	4392.748078	4416.176436	4600.274137	4501.934385	4516.595849	4578.495838	4610.0994	4757.997469	4790.201245	4836.412904	4812.806982	4830.027004	4688.576576	4766.488126	4888.106295	4927.301072	5056.640242	5202.116635	5368.642006	
Pakistan	PAK	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	3056.96832	3123.832486	3276.251836	3249.09425	3286.370453	3364.072524	3440.186943	3390.178568	3393.205762	3435.569299	3501.807846	3494.600192	3532.533219	3628.778337	3817.956327	4027.906802	4190.178029	4303.50476	4287.382359	4318.133092	4296.612612	4322.534383	4380.236855	4476.900408	4588.64098	4706.184733	
Palau	PLW	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD		16078.46898	14648.92367	12492.61539	13037.65484	14081.68902	15159.61823	15142.03975	15110.52866	14026.51616	13628.66549	14048.5495	14844.86878	13814.24747	14695.56605	14804.07495	14322.62405	14239.58111	13371.41533	12087.96678	12408.30305	12947.90758	13265.67403	12841.63204	13275.28003	14385.96881	
Panama	PAN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	7815.679183	8375.944405	8878.408271	9173.360001	9244.167563	9215.76662	9397.082812	9801.199847	10308.83549	10500.54267	10577.141	10437.53714	10473.94831	10717.5004	11318.34187	11917.75938	12721.668	13998.47124	14942.01102	14921.85877	15516.08659	17058.59644	18325.60116	19221.59199	20059.12746	20885.33945	
Papua New Guinea	PNG	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1606.71967	1717.148796	1906.87222	2197.987243	2270.106252	2139.153187	2245.367519	2101.769654	1970.014971	1954.754591	1857.330807	1808.377029	1760.647961	1754.589092	1758.497202	1824.951618	1822.144896	1906.208774	1984.749525	2058.323659	2166.533451	2345.065877	2480.274182	2562.465336	2723.493095		
Paraguay	PRY	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	6036.475477	6088.90588	6039.46566	6185.272144	6361.093458	6638.623853	6591.034031	6719.389841	6580.00407	6355.705619	6084.787735	5918.055448	5807.241676	5950.850542	6088.302166	6119.752265	6318.749714	6568.25213	6892.393397	6531.875752	7289.51391	7504.677492	7312.475169	8227.305057	8501.629171	8639.281645	
Peru	PER	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	5312.684664	5319.340822	5184.96718	5351.595956	5899.563284	6226.245352	6295.159886	6598.584428	6475.633842	6479.474604	6563.268948	6516.693156	6784.223247	6978.570321	7234.492133	7595.272947	8067.894637	8649.067212	9323.331803	9308.656814	9956.557315	10449.12766	10943.99112	11430.35114	11545.46443	11767.52212	
Philippines	PHL	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	4010.203342	3888.914439	3807.970737	3796.614313	3871.132643	3959.666782	4097.175987	4214.918646	4100.034239	4136.143741	4227.328479	4258.291326	4321.801533	4444.898696	4651.528926	4786.34228	4953.813675	5200.1038	5336.181244	5318.255166	5638.20762	5754.112442	6041.777791	6365.524163	6654.487607	6938.210302	
Poland	POL	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	10276.56889	9521.776382	9731.356951	10069.49073	10580.10006	11300.2662	11975.56203	12740.78717	13323.96498	13943.64916	14732.47563	14920.45328	15232.12356	15785.41404	16605.81125	17193.5163	18267.58012	19563.28918	20391.87847	20952.77161	21770.61996	22850.47842	23217.65821	23554.78871	24346.20656	25322.53843	
Portugal	PRT	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	20166.928	21096.42847	21342.85656	20881.20606	21026.02092	21850.74	22529.92016	23422.33653	24420.94781	25227.38858	25999.49085	26318.47802	26375.96466	26031.64943	26439.93318	26593.2857	26957.63637	27575.23662	27590.3748	26743.19799	27238.46083	26780.21491	25805.84984	25654.6143	26023.67362	26548.61924	
Post-demographic dividend	PST	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	28575.30391	28686.69592	28973.2753	29051.80737	29695.59649	30314.31039	31016.61693	31869.90845	32549.82488	33507.93049	34692.61754	35080.34173	35488.95715	36043.50403	37029.00124	37850.53957	38779.81751	39564.6292	39422.89334	37814.28964	38710.99265	39247.19204	39504.21042	39823.7598	40345.25698	40933.62652	
Pre-demographic dividend	PRE	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	2420.21968	2041.091963	2021.508005	2012.264548	1980.14146	1977.643136	2043.495885	2120.133228	2251.084715	2312.686734	2318.796844	2351.834575	2302.550617	2210.896912	2614.591786	2680.736531	2818.099149	2923.402444	3030.713128	3090.439998	3187.8059	3240.847979	3326.147652	3410.156831	3462.738138	3477.279545	
Puerto Rico	PRI	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	25275.21562	25311.3044	26169.31884	26949.42199	27763.72594	28629.46068	29129.20966	29770.4366	31596.51936	32088.34447	32483.70459	35606.83919	36191.54924	36600.36854	37237.25023	37503.03718	37327.15577	36297.71161	35854.51987	35199.40963	34453.75917	34195.60367	33652.31152	33843.60524			
Qatar	QAT	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD											108107.4215	108612.4299	112620.4656	110904.9397	120673.4543	113467.8863	121216.6029	119907.9343	119755.8552	117037.5643	126144.722	132514.4949	131142.1467	131343.7667	132119.6376	132937.6663	
Romania	ROU	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	11479.6882	10083.93704	9283.349126	9438.113567	9823.485702	10546.02204	10985.73999	10486.79847	10289.18763	10263.97331	10523.41788	11268.03318	12071.16057	12830.21157	13982.07794	14655.62239	15930.30744	17277.0701	19053.40658	17855.06576	17818.01728	18095.01274	18292.24762	19008.71006	19667.00543	20483.77531	
Russia	RUS	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	20639.00054	19553.5856	16704.93383	15274.22059	13370.85335	12813.39668	12370.09599	12564.03096	11917.84646	12719.89289	14050.85134	14829.08298	15604.14949	16818.74263	18098.36708	19325.93574	20970.1899	22798.97083	24005.99668	22121.85249	23107.78522	24074.36458	24879.37908	25144.1045	24880.08151	24124.33236	
Rwanda	RWA	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	850.3663264	851.0649535	949.1613448	929.31079	485.8201042	666.1933778	728.3245803	777.1418939	781.032181	780.6519925	799.5558661	836.8188177	926.5265194	924.0188623	972.2565762	1018.772551	1085.997702	1137.852024	1229.938177	1271.269278	1328.572145	1397.224691	1483.353966	1516.292645	1584.881421	1655.175355	
Samoa	WSM	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	3649.166623	3538.986215	3500.017136	3607.824421	3483.195859	3685.692225	3924.50141	3928.764167	3996.705895	4065.741648	4325.731538	4600.817056	4772.811589	4957.86525	5154.760241	5335.179098	5405.847614	5710.865291	5730.694525	5417.932811	5405.001876	5674.475341	5653.047593	5500.36933	5523.946701	5574.067711	
San Marino	SMR	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
Sao Tome and Principe	STP	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD											2018.757089	2040.91161	2044.416181	2130.09531	2161.872508	2263.618607	2415.730934	2440.099304	2582.872059	2588.561233	2701.739477	2759.745784	2785.248046	2856.894853	2969.825501	3022.902458	
Saudi Arabia	SAU	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	35342.61584	37352.22402	37940.08101	36906.32962	36175.5223	35324.87153	35617.85258	35658.98549	35780.08831	34619.16176	35342.16882	34541.61967	33578.4873	35082.79325	37217.75537	38805.74769	39882.31736	41196.84448	43567.30816	43285.21163	44246.82019	47474.04338	48830.04296	48963.4548	49618.85434	50283.93359	
Senegal	SEN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1852.145266	1841.794617	1808.401665	1777.771157	1726.921243	1770.3288	1759.749551	1770.412889	1830.156509	1899.855681	1912.098533	1948.799059	1910.322718	1983.792338	2044.011537	2101.08467	2095.270192	2139.826895	2158.311634	2148.778243	2173.764764	2145.768396	2171.632097	2177.638574	2201.616672	2273.624187	
Serbia	SRB	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD						7393.067438	7579.952682	8147.332761	8377.060903	7386.221994	7984.807147	8397.893223	9003.762379	9421.33723	10297.63905	10900.87269	11480.5429	12205.99458	12915.91858	12563.7413	12688.07805	12967.87138	12898.65791	13294.91185	13112.86117	13277.75173	
Seychelles	SYC	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	14216.5299	14415.67098	15377.31306	15993.4304	15448.33633	15097.194	15608.90136	17272.09496	18360.92166	18340.82816	18453.10977	18018.24135	17687.64112	16835.77295	16416.56087	17812.27995	19086.45369	20968.21668	20064.3024	19764.80709	20365.11893	22556.58257	23812.87849	24791.39466	25218.40909	25524.955	
Sierra Leone	SLE	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1371.788996	1398.825495	1137.68794	1163.778814	1151.564519	1065.170872	1085.19633	1018.64956	1027.475249	989.2022392	1025.93614	916.6774617	1104.614661	1149.618842	1167.440219	1169.790219	1193.949645	1254.768998	1291.211632	1321.251808	1361.116968	1394.477558	1570.502474	1854.207016	1896.715531	1473.913005	
Singapore	SGP	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	34298.03257	35565.03552	36958.56635	40192.84728	43207.38395	44860.33494	46317.89964	48502.09606	45838.81755	48245.68786	51636.218	49783.38201	51408.77757	54486.45183	58946.85453	61889.52558	65297.34174	68339.75464	65956.45738	63610.79114	72017.90691	74910.18253	75777.37994	78046.2374	79550.90077	80191.53931	
Sint Maarten (Dutch part)	SXM	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																						36327.2319					
Slovakia	SVK	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD			11632.74526	11808.75927	12492.23211	13183.57921	14044.65265	14869.33937	15445.1404	15397.74523	15605.19611	16152.27108	16888.94319	17815.82984	18756.55395	20020.83759	21712.17836	24049.98337	25382.1684	23973.84139	25159.07755	25835.00476	26218.4716	26580.71785	27237.62323	28254.25579	
Slovenia	SVN	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD						18431.04519	19091.06757	20094.45711	20800.00597	21881.43619	22723.32704	23356.70552	24222.70577	24896.11909	25962.90851	26955.47591	28389.3382	30190.72365	31137.77637	28451.54552	28678.37263	28804.70152	27971.21588	27629.6642	28459.91434	29097.34277	
Small states	SST	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD											12522.3968	12833.23373	13232.83756	13675.77999	14582.81024	15099.52985	16302.14987	17367.65653	18145.8249	18056.41396	19049.51568	19993.27782	20348.86236	20641.93989	20892.76741	21023.42882	
Solomon Islands	SLB	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	1792.577256	1847.394314	2023.668834	2045.221552	2170.845876	2284.059948	2256.636636	2163.131449	2141.783023	2073.927512	1730.523952	1550.345765	1467.579744	1522.846945	1557.355653	1601.674665	1672.280096	1753.262589	1835.36978	1710.017601	1788.294628	1976.4069	2025.149958	2043.321053	2032.485807	2067.129782	
Somalia	SOM	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD																											
South Africa	ZAF	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	9903.85772	9569.226606	9133.456931	9019.114715	9092.24636	9177.622685	9394.602846	9479.128458	9381.710716	9465.767133	9717.648101	9888.384135	10132.96622	10305.33415	10640.93327	11060.10381	11525.98114	11982.34393	12196.60933	11842.16481	12028.93398	12243.87909	12329.63033	12426.33516	12434.0471	12393.25546	
